market_id,created_at,actual_delivery_time,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_store_to_consumer_driving_duration
3.0,2015-02-12 20:26:02,2015-02-12 21:05:02,4,1.0,3,4300,3,800,2300,25.0,20.0,20.0,404.0
5.0,2015-02-03 01:19:44,2015-02-03 02:10:44,39,1.0,4,4035,4,750,1195,15.0,10.0,14.0,614.0
5.0,2015-02-02 02:16:11,2015-02-02 03:15:11,39,1.0,4,3335,4,495,1095,16.0,15.0,29.0,593.0
5.0,2015-02-15 20:57:41,2015-02-15 21:41:41,39,1.0,3,2495,3,795,850,20.0,12.0,19.0,577.0
5.0,2015-02-03 05:05:41,2015-02-03 05:49:41,39,1.0,3,2095,3,495,1050,9.0,9.0,11.0,485.0
5.0,2015-01-27 04:04:40,2015-01-27 04:41:40,39,1.0,1,1195,1,1195,1195,15.0,15.0,9.0,449.0
5.0,2015-02-13 02:25:02,2015-02-13 03:09:02,39,1.0,3,2090,3,200,995,29.0,23.0,36.0,349.0
4.0,2015-01-30 04:29:51,2015-01-30 05:01:51,49,5.0,3,2397,3,399,1099,77.0,56.0,60.0,399.0
4.0,2015-02-07 04:45:56,2015-02-07 05:23:56,49,5.0,3,2047,3,499,849,72.0,69.0,84.0,518.0
4.0,2015-02-03 03:46:14,2015-02-03 04:43:14,49,5.0,6,6394,3,799,1199,75.0,73.0,124.0,531.0
4.0,2015-02-16 01:02:50,2015-02-16 01:34:50,49,5.0,3,1897,3,499,899,58.0,42.0,57.0,417.0
4.0,2015-02-07 03:10:39,2015-02-07 04:03:39,49,5.0,4,3297,4,200,1399,130.0,130.0,185.0,738.0
4.0,2015-02-15 01:49:27,2015-02-15 02:38:27,49,5.0,3,2193,3,499,1099,85.0,74.0,109.0,722.0
4.0,2015-02-10 19:16:44,2015-02-10 19:48:44,49,5.0,2,1598,2,399,1199,49.0,47.0,59.0,317.0
4.0,2015-01-30 04:48:14,2015-01-30 05:20:14,49,5.0,4,1644,2,205,563,60.0,42.0,45.0,520.0
4.0,2015-02-09 03:06:01,2015-02-09 04:02:01,49,5.0,6,2198,3,150,799,87.0,88.0,142.0,752.0
4.0,2015-01-23 19:39:48,2015-01-23 20:37:48,49,5.0,13,6689,10,200,1299,62.0,61.0,91.0,758.0
4.0,2015-01-29 19:37:36,2015-01-29 20:13:36,49,5.0,6,4774,6,429,1299,70.0,71.0,84.0,257.0
4.0,2015-01-25 01:24:06,2015-01-25 01:57:06,49,5.0,3,1844,3,150,1295,88.0,106.0,59.0,370.0
4.0,2015-01-29 04:25:31,2015-01-29 04:58:31,49,5.0,2,1298,2,499,799,65.0,66.0,76.0,370.0
4.0,2015-02-09 03:50:56,2015-02-09 04:46:56,49,5.0,7,5595,6,250,1399,80.0,75.0,124.0,518.0
4.0,2015-02-10 22:27:40,2015-02-10 23:04:40,49,5.0,1,1099,1,1099,1099,17.0,15.0,15.0,561.0
4.0,2015-02-15 21:36:34,2015-02-15 22:17:34,49,5.0,3,1323,3,125,799,44.0,40.0,51.0,718.0
4.0,2015-02-02 20:30:39,2015-02-02 21:04:39,49,5.0,2,1998,2,499,1199,55.0,51.0,70.0,317.0
4.0,2015-02-08 02:35:43,2015-02-08 03:25:43,49,5.0,7,4025,5,220,1292,113.0,79.0,147.0,491.0
4.0,2015-02-15 21:46:24,2015-02-15 22:29:24,49,5.0,3,3097,3,899,1199,44.0,43.0,56.0,608.0
4.0,2015-01-28 04:13:09,2015-01-28 04:48:09,49,5.0,2,1090,2,295,795,69.0,52.0,69.0,752.0
4.0,2015-01-24 04:25:27,2015-01-24 05:11:27,49,5.0,8,7058,8,337,1323,109.0,112.0,128.0,542.0
4.0,2015-02-12 21:03:08,2015-02-12 21:36:08,49,5.0,8,2673,5,125,899,60.0,50.0,50.0,549.0
2.0,2015-02-14 20:50:21,2015-02-14 21:33:21,38,2.0,4,4192,3,499,1299,52.0,49.0,61.0,616.0
4.0,2015-02-06 01:24:27,2015-02-06 02:00:27,49,5.0,3,2197,3,399,999,82.0,74.0,82.0,464.0
4.0,2015-02-06 03:00:05,2015-02-06 03:40:05,49,5.0,3,1848,3,150,1299,121.0,86.0,135.0,447.0
4.0,2015-02-11 01:40:02,2015-02-11 02:30:02,49,5.0,8,3714,8,225,799,65.0,65.0,90.0,564.0
4.0,2015-01-26 22:22:33,2015-01-26 22:54:33,49,5.0,2,1698,2,499,1199,29.0,75.0,16.0,310.0
4.0,2015-02-18 05:14:11,2015-02-18 05:50:11,57,2.0,1,999,1,999,999,30.0,27.0,35.0,389.0
4.0,2015-02-07 19:39:22,2015-02-07 20:28:22,39,3.0,3,3265,3,575,1395,44.0,45.0,60.0,765.0
4.0,2015-02-01 22:01:55,2015-02-01 22:44:55,39,3.0,5,6130,5,550,2295,49.0,37.0,47.0,494.0
4.0,2015-01-24 19:49:28,2015-01-24 20:26:28,39,3.0,5,4185,3,150,1295,53.0,93.0,67.0,309.0
4.0,2015-02-07 02:22:02,2015-02-07 03:12:02,39,3.0,5,4675,5,179,1378,145.0,100.0,173.0,555.0
4.0,2015-02-13 20:10:30,2015-02-13 21:04:30,39,3.0,7,4925,6,575,1295,66.0,65.0,96.0,722.0
4.0,2015-02-04 20:21:48,2015-02-04 20:56:48,39,3.0,1,995,1,995,995,59.0,58.0,76.0,429.0
4.0,2015-02-16 02:36:00,2015-02-16 03:46:00,39,3.0,2,2590,2,1295,1295,80.0,76.0,147.0,906.0
4.0,2015-01-23 01:04:26,2015-01-23 01:43:26,39,3.0,13,7260,12,395,795,80.0,40.0,44.0,593.0
4.0,2015-02-01 19:17:35,2015-02-01 19:50:35,39,3.0,3,3885,2,1295,1295,39.0,36.0,34.0,309.0
4.0,2015-02-13 18:47:51,2015-02-13 19:42:51,39,3.0,11,11045,9,695,1095,17.0,17.0,23.0,344.0
4.0,2015-02-16 01:02:06,2015-02-16 01:52:06,39,3.0,8,5380,4,495,895,58.0,42.0,57.0,893.0
4.0,2015-01-21 19:52:46,2015-01-21 20:41:46,39,3.0,9,6520,6,495,1095,66.0,65.0,91.0,515.0
4.0,2015-02-01 02:20:33,2015-02-01 03:20:33,39,3.0,9,5275,7,150,1295,81.0,66.0,112.0,702.0
4.0,2015-02-17 01:32:16,2015-02-17 02:32:16,39,3.0,21,13490,13,150,1295,55.0,53.0,64.0,459.0
4.0,2015-02-12 03:54:21,2015-02-12 04:41:21,39,3.0,3,3140,3,550,1295,88.0,86.0,115.0,628.0
1.0,2015-01-23 04:32:40,2015-01-23 05:08:40,46,5.0,4,4580,4,695,1295,77.0,65.0,68.0,591.0
4.0,2015-02-01 20:45:12,2015-02-01 21:27:12,39,3.0,4,2835,4,495,995,46.0,34.0,45.0,687.0
4.0,2015-02-08 04:48:30,2015-02-08 05:42:30,39,3.0,4,3235,4,550,1095,51.0,51.0,71.0,697.0
4.0,2015-02-06 22:51:57,2015-02-06 23:44:57,39,3.0,6,3980,5,150,1295,16.0,17.0,18.0,927.0
4.0,2015-01-28 21:53:11,2015-01-28 22:25:11,39,3.0,4,2215,4,450,595,46.0,22.0,23.0,593.0
4.0,2015-01-21 19:57:55,2015-01-21 20:40:55,39,3.0,7,3710,6,150,1295,66.0,65.0,93.0,360.0
4.0,2015-02-16 03:42:26,2015-02-16 04:52:26,39,3.0,11,10063,10,198,1416,74.0,80.0,138.0,332.0
4.0,2015-02-16 19:25:32,2015-02-16 20:13:32,39,3.0,3,3885,2,1295,1295,53.0,53.0,72.0,790.0
4.0,2015-02-10 01:10:14,2015-02-10 01:52:14,39,3.0,5,1975,4,150,575,50.0,44.0,54.0,662.0
4.0,2015-01-30 19:52:23,2015-01-30 20:38:23,39,3.0,6,5491,5,602,1515,74.0,61.0,95.0,515.0
4.0,2015-02-01 21:34:11,2015-02-01 22:13:11,39,3.0,2,1790,2,595,1195,49.0,35.0,51.0,623.0
1.0,2015-01-25 22:48:06,2015-01-25 23:48:06,7,3.0,10,8165,9,250,2795,8.0,12.0,9.0,651.0
1.0,2015-01-25 03:04:55,2015-01-25 04:09:55,7,3.0,3,3885,2,395,3095,27.0,27.0,42.0,857.0
1.0,2015-02-14 01:53:06,2015-02-14 03:00:06,7,3.0,4,5875,4,395,3595,16.0,16.0,24.0,820.0
1.0,2015-02-14 23:40:48,2015-02-15 00:32:48,7,3.0,13,6745,10,350,995,15.0,14.0,9.0,647.0
1.0,2015-02-15 01:57:14,2015-02-15 02:37:14,7,3.0,2,2390,2,395,595,23.0,23.0,20.0,383.0
1.0,2015-02-16 04:41:03,2015-02-16 05:43:03,7,3.0,2,2690,2,595,2095,15.0,15.0,27.0,564.0
1.0,2015-02-13 02:01:30,2015-02-13 02:47:30,7,3.0,1,1795,1,1795,1795,24.0,23.0,24.0,619.0
1.0,2015-01-30 04:24:46,2015-01-30 05:11:46,7,3.0,3,6385,3,1395,1995,27.0,27.0,33.0,290.0
1.0,2015-02-09 23:45:00,2015-02-10 00:38:00,7,3.0,3,5885,3,1795,2295,6.0,5.0,4.0,583.0
1.0,2015-01-26 00:43:15,2015-01-26 01:40:15,7,3.0,3,3385,2,995,1395,8.0,9.0,16.0,299.0
1.0,2015-02-12 03:49:56,2015-02-12 04:30:56,7,3.0,2,3045,2,250,2795,28.0,29.0,27.0,446.0
1.0,2015-01-31 02:41:17,2015-01-31 03:25:17,7,3.0,2,3790,2,1795,1995,29.0,29.0,32.0,354.0
1.0,2015-01-22 21:34:35,2015-01-22 22:16:35,7,3.0,5,4530,5,0,3095,20.0,16.0,16.0,396.0
1.0,2015-02-17 20:07:15,2015-02-17 21:04:15,7,3.0,2,4190,2,1495,2494,10.0,10.0,19.0,682.0
1.0,2015-02-16 01:58:43,2015-02-16 03:04:43,7,3.0,8,9060,6,395,1495,23.0,23.0,36.0,343.0
1.0,2015-01-30 20:14:33,2015-01-30 21:08:33,7,3.0,5,3030,5,250,995,19.0,19.0,27.0,734.0
1.0,2015-01-30 02:55:26,2015-01-30 03:46:26,7,3.0,5,3375,4,395,595,23.0,23.0,32.0,528.0
1.0,2015-02-02 01:06:26,2015-02-02 02:27:26,7,3.0,3,4985,3,995,1995,9.0,11.0,19.0,932.0
1.0,2015-02-13 02:09:21,2015-02-13 03:14:21,7,3.0,5,4930,5,250,1995,26.0,24.0,22.0,1166.0
1.0,2015-01-24 23:45:42,2015-01-25 00:33:42,7,3.0,6,7270,6,395,3095,9.0,8.0,8.0,290.0
1.0,2015-02-15 23:36:37,2015-02-16 00:13:37,7,3.0,2,1690,2,595,1095,16.0,16.0,17.0,284.0
1.0,2015-01-28 04:22:26,2015-01-28 05:01:26,7,3.0,1,1995,1,1995,1995,18.0,20.0,25.0,224.0
1.0,2015-02-17 02:15:04,2015-02-17 03:25:04,7,3.0,7,9918,6,420,2247,15.0,22.0,25.0,694.0
1.0,2015-02-09 03:33:02,2015-02-09 04:47:02,7,3.0,3,3385,3,395,1995,16.0,15.0,32.0,778.0
1.0,2015-02-06 03:56:16,2015-02-06 04:49:16,7,3.0,2,1345,2,350,995,18.0,19.0,28.0,661.0
1.0,2015-02-05 21:23:12,2015-02-05 22:05:12,7,3.0,6,5670,6,395,1395,21.0,18.0,17.0,365.0
1.0,2015-02-02 01:02:52,2015-02-02 01:56:52,7,3.0,2,3090,2,595,1095,10.0,11.0,14.0,395.0
1.0,2015-02-13 01:05:10,2015-02-13 01:49:10,7,3.0,2,0,2,300,1195,18.0,14.0,10.0,710.0
1.0,2015-02-17 04:59:54,2015-02-17 05:43:54,7,3.0,4,3480,4,395,1495,13.0,13.0,16.0,319.0
1.0,2015-02-07 01:19:44,2015-02-07 02:07:44,7,3.0,5,5030,5,250,1995,15.0,15.0,17.0,295.0
1.0,2015-02-08 00:33:01,2015-02-08 01:23:01,7,3.0,5,3130,5,350,1395,15.0,12.0,12.0,524.0
2.0,2015-01-28 02:39:17,2015-01-28 03:26:17,13,1.0,6,5909,5,359,1259,88.0,56.0,92.0,679.0
2.0,2015-02-14 04:42:35,2015-02-14 05:41:35,13,1.0,1,1210,1,1210,1210,61.0,60.0,110.0,679.0
2.0,2015-02-02 01:30:47,2015-02-02 02:17:47,13,1.0,2,1399,2,399,900,75.0,73.0,108.0,468.0
2.0,2015-02-06 00:17:24,2015-02-06 01:08:24,13,1.0,1,1029,1,1029,1029,18.0,15.0,16.0,906.0
2.0,2015-01-31 05:45:48,2015-01-31 06:30:48,13,1.0,2,998,2,399,599,19.0,24.0,32.0,459.0
2.0,2015-02-07 00:15:49,2015-02-07 01:04:49,13,1.0,1,929,1,929,929,24.0,18.0,18.0,896.0
2.0,2015-02-08 02:37:13,2015-02-08 03:28:13,13,1.0,1,1287,1,1284,1375,140.0,92.0,161.0,787.0
2.0,2015-01-23 00:53:29,2015-01-23 01:40:29,13,1.0,3,2298,3,329,1069,34.0,34.0,40.0,601.0
2.0,2015-01-30 01:45:37,2015-01-30 02:33:37,13,1.0,4,4206,2,969,1150,84.0,68.0,100.0,658.0
2.0,2015-01-24 03:28:31,2015-01-24 04:33:31,13,1.0,2,1744,2,549,1195,86.0,92.0,173.0,596.0
2.0,2015-02-13 04:57:25,2015-02-13 05:37:25,13,1.0,2,1978,2,500,1079,47.0,35.0,40.0,711.0
2.0,2015-02-12 01:27:52,2015-02-12 02:20:52,13,1.0,9,7592,8,399,1195,58.0,55.0,70.0,475.0
2.0,2015-02-08 04:31:32,2015-02-08 05:12:32,13,1.0,2,2208,2,1059,1149,67.0,53.0,66.0,611.0
2.0,2015-02-07 01:24:14,2015-02-07 02:07:14,13,1.0,5,4323,5,500,1195,105.0,59.0,82.0,569.0
2.0,2015-01-29 02:42:21,2015-01-29 03:35:21,13,4.0,4,3656,4,399,1079,89.0,81.0,115.0,922.0
2.0,2015-02-03 02:10:08,2015-02-03 03:00:08,13,1.0,1,1567,1,1069,1069,70.0,72.0,109.0,601.0
3.0,2015-02-08 19:34:33,2015-02-08 20:10:33,38,1.0,3,2416,3,399,1069,28.0,29.0,34.0,199.0
2.0,2015-02-18 00:33:12,2015-02-18 01:26:12,13,1.0,2,2079,2,900,1079,17.0,17.0,23.0,854.0
2.0,2015-02-15 03:52:17,2015-02-15 04:53:17,13,1.0,4,3525,3,399,1150,85.0,78.0,149.0,498.0
4.0,2015-02-03 02:14:42,2015-02-03 03:14:42,24,3.0,2,3340,2,1615,1725,35.0,31.0,66.0,744.0
2.0,2015-02-04 22:12:09,2015-02-04 22:54:09,40,1.0,1,1270,1,1270,1270,16.0,14.0,12.0,824.0
2.0,2015-02-15 03:22:41,2015-02-15 04:23:41,40,1.0,1,1270,1,1270,1270,54.0,52.0,91.0,916.0
2.0,2015-01-22 01:35:12,2015-01-22 02:16:12,40,1.0,2,3455,2,1270,2185,47.0,41.0,40.0,604.0
2.0,2015-02-07 02:46:33,2015-02-07 03:50:33,40,1.0,2,2995,2,1270,1725,63.0,61.0,112.0,868.0
2.0,2015-01-23 01:39:58,2015-01-23 02:36:58,40,1.0,4,5425,2,1270,1615,40.0,37.0,47.0,833.0
2.0,2015-02-03 02:14:56,2015-02-03 03:08:56,40,1.0,3,4845,2,1615,1615,35.0,31.0,66.0,280.0
2.0,2015-01-23 02:42:52,2015-01-23 03:43:52,40,1.0,2,2540,2,1270,1270,52.0,52.0,75.0,1089.0
2.0,2015-02-06 03:21:00,2015-02-06 04:10:00,40,1.0,4,5556,4,1328,1806,76.0,61.0,81.0,703.0
2.0,2015-02-06 23:26:34,2015-02-07 00:06:34,40,1.0,1,1270,1,1270,1270,17.0,17.0,18.0,607.0
2.0,2015-01-31 20:40:33,2015-01-31 21:21:33,40,1.0,4,3240,3,150,1615,43.0,37.0,35.0,791.0
2.0,2015-02-13 03:34:16,2015-02-13 04:14:16,40,1.0,1,1270,1,1270,1270,71.0,57.0,93.0,338.0
2.0,2015-02-01 01:17:59,2015-02-01 02:06:59,40,1.0,1,1325,1,1325,1325,30.0,32.0,32.0,779.0
2.0,2015-01-29 01:34:19,2015-01-29 02:37:19,40,1.0,8,13065,4,1615,1725,40.0,38.0,42.0,770.0
3.0,2015-02-18 02:27:23,2015-02-18 03:23:23,36,1.0,3,5070,3,1270,2185,55.0,47.0,65.0,874.0
2.0,2015-02-04 00:41:57,2015-02-04 01:46:57,40,1.0,6,10335,5,1270,2185,13.0,12.0,16.0,761.0
2.0,2015-02-11 03:50:37,2015-02-11 04:35:37,40,1.0,2,3145,2,1270,1650,52.0,47.0,64.0,585.0
2.0,2015-02-12 04:34:10,2015-02-12 05:24:10,40,1.0,1,1325,1,1325,1325,42.0,39.0,59.0,755.0
2.0,2015-02-18 02:03:29,2015-02-18 02:46:29,40,1.0,2,2885,2,1270,1615,51.0,46.0,57.0,582.0
2.0,2015-01-28 00:01:03,2015-01-28 00:49:03,40,1.0,1,1325,1,1325,1325,14.0,11.0,12.0,779.0
2.0,2015-02-06 04:11:42,2015-02-06 04:51:42,13,2.0,1,1725,1,1725,1725,46.0,52.0,67.0,327.0
2.0,2015-02-04 01:44:15,2015-02-04 02:32:15,40,1.0,1,1325,1,1325,1325,42.0,41.0,54.0,779.0
2.0,2015-02-04 00:41:34,2015-02-04 01:47:34,40,1.0,7,11070,5,1270,2185,13.0,12.0,16.0,789.0
2.0,2015-01-24 21:05:23,2015-01-24 21:52:23,40,1.0,3,3810,3,1270,1270,31.0,43.0,40.0,738.0
3.0,2015-01-29 02:13:48,2015-01-29 02:52:48,6,1.0,3,2400,3,560,925,36.0,28.0,29.0,492.0
2.0,2015-02-02 02:06:17,2015-02-02 02:51:17,57,3.0,2,2268,2,980,1072,35.0,24.0,44.0,492.0
3.0,2015-02-16 21:12:27,2015-02-16 21:50:27,6,1.0,2,1340,2,425,915,20.0,14.0,15.0,617.0
3.0,2015-02-13 21:38:50,2015-02-13 22:26:50,6,1.0,5,2945,5,350,915,19.0,19.0,25.0,676.0
1.0,2015-01-22 02:28:00,2015-01-22 03:25:00,55,3.0,8,6705,7,560,925,31.0,31.0,34.0,694.0
3.0,2015-02-12 03:35:27,2015-02-12 04:19:27,6,1.0,2,1485,2,560,925,26.0,26.0,24.0,691.0
3.0,2015-02-02 02:11:24,2015-02-02 03:16:24,6,1.0,10,6585,6,350,915,25.0,25.0,37.0,672.0
3.0,2015-02-16 02:02:34,2015-02-16 02:34:34,6,4.0,1,915,1,915,915,34.0,34.0,38.0,214.0
3.0,2015-01-27 03:20:13,2015-01-27 04:06:13,6,1.0,4,3281,2,635,1106,30.0,34.0,43.0,525.0
3.0,2015-02-13 02:22:24,2015-02-13 03:06:24,6,1.0,2,1485,2,560,925,32.0,31.0,26.0,781.0
3.0,2015-02-09 02:16:56,2015-02-09 03:03:56,6,1.0,5,3575,5,560,915,35.0,33.0,30.0,689.0
3.0,2015-01-26 02:11:54,2015-01-26 03:00:54,6,1.0,3,1965,3,425,915,26.0,26.0,30.0,670.0
3.0,2015-02-05 02:19:05,2015-02-05 03:01:05,6,1.0,3,2180,2,350,915,33.0,33.0,33.0,588.0
3.0,2015-02-01 20:23:09,2015-02-01 21:09:09,6,1.0,4,2815,3,425,915,17.0,16.0,15.0,728.0
3.0,2015-01-25 02:31:46,2015-01-25 03:18:46,6,1.0,3,2325,2,495,915,39.0,39.0,46.0,584.0
3.0,2015-02-01 02:55:04,2015-02-01 03:36:04,38,3.0,5,7100,5,625,1995,27.0,27.0,15.0,248.0
3.0,2015-02-09 00:45:06,2015-02-09 01:27:06,38,3.0,1,1595,1,945,945,17.0,10.0,10.0,565.0
3.0,2015-02-10 03:19:45,2015-02-10 03:56:45,38,3.0,1,1295,1,845,845,17.0,18.0,21.0,366.0
3.0,2015-02-16 02:46:54,2015-02-16 03:42:54,38,3.0,4,4875,4,495,1495,24.0,24.0,36.0,568.0
3.0,2015-01-31 23:25:02,2015-02-01 00:13:02,38,3.0,2,2370,2,275,2095,10.0,10.0,8.0,865.0
1.0,2015-02-06 19:13:29,2015-02-06 20:03:29,10,2.0,3,5375,3,550,4200,28.0,25.0,27.0,684.0
1.0,2015-02-07 01:46:56,2015-02-07 02:31:56,10,2.0,5,1750,5,350,350,52.0,52.0,56.0,669.0
1.0,2015-01-30 22:37:50,2015-01-30 23:20:50,10,2.0,4,1400,4,350,350,16.0,7.0,8.0,662.0
1.0,2015-02-12 02:14:38,2015-02-12 02:46:38,10,2.0,3,925,3,225,350,63.0,36.0,38.0,549.0
1.0,2015-02-05 21:55:44,2015-02-05 22:41:44,10,2.0,7,2445,4,225,1095,14.0,15.0,16.0,565.0
1.0,2015-02-07 21:26:26,2015-02-07 22:13:26,10,2.0,1,2000,1,2000,2000,22.0,18.0,20.0,754.0
1.0,2015-01-22 01:49:34,2015-01-22 02:47:34,10,2.0,8,2650,8,225,350,26.0,25.0,47.0,503.0
1.0,2015-01-28 00:03:32,2015-01-28 00:51:32,10,2.0,5,1835,2,195,625,11.0,11.0,12.0,554.0
1.0,2015-02-17 01:48:55,2015-02-17 02:30:55,10,2.0,1,3600,1,3600,3600,46.0,43.0,44.0,521.0
1.0,2015-01-22 00:26:23,2015-01-22 01:14:23,10,2.0,4,1400,4,225,525,8.0,9.0,13.0,421.0
1.0,2015-02-01 22:00:54,2015-02-01 22:41:54,10,2.0,2,675,2,325,350,23.0,22.0,23.0,562.0
1.0,2015-02-13 22:36:25,2015-02-13 23:30:25,10,2.0,6,2225,5,325,525,14.0,14.0,20.0,749.0
1.0,2015-02-03 00:21:43,2015-02-03 01:01:43,10,2.0,4,1400,3,350,350,19.0,21.0,24.0,303.0
1.0,2015-02-01 23:40:01,2015-02-02 00:28:01,10,2.0,1,3600,1,3600,3600,20.0,22.0,24.0,540.0
1.0,2015-02-16 21:17:06,2015-02-16 21:58:06,10,2.0,4,1400,4,350,350,25.0,22.0,20.0,662.0
1.0,2015-01-27 00:08:46,2015-01-27 00:57:46,10,2.0,6,2200,4,350,350,16.0,16.0,16.0,596.0
1.0,2015-02-07 01:41:39,2015-02-07 02:17:39,10,2.0,2,1250,1,625,625,50.0,50.0,51.0,388.0
5.0,2015-02-16 02:10:26,2015-02-16 03:20:26,59,1.0,6,5550,6,550,3000,26.0,20.0,41.0,859.0
5.0,2015-02-08 03:07:42,2015-02-08 04:08:42,59,1.0,4,1250,4,0,750,15.0,16.0,34.0,748.0
4.0,2015-02-06 01:35:18,2015-02-06 02:23:18,28,4.0,6,1972,5,0,589,11.0,11.0,10.0,642.0
4.0,2015-01-25 21:57:50,2015-01-25 22:40:50,28,4.0,2,3394,2,265,2975,12.0,11.0,10.0,497.0
4.0,2015-01-24 01:57:22,2015-01-24 02:53:22,28,4.0,8,3828,5,119,719,7.0,7.0,14.0,633.0
4.0,2015-02-01 01:58:02,2015-02-01 02:37:02,28,4.0,2,1000,2,0,500,12.0,8.0,9.0,267.0
4.0,2015-02-14 22:11:17,2015-02-14 22:54:17,28,4.0,10,1677,7,0,479,9.0,3.0,2.0,570.0
4.0,2015-01-24 00:41:44,2015-01-24 01:28:44,28,4.0,1,500,1,500,500,5.0,6.0,6.0,625.0
4.0,2015-02-17 02:02:22,2015-02-17 02:52:22,28,4.0,8,1503,6,0,500,7.0,7.0,12.0,724.0
4.0,2015-02-05 21:46:23,2015-02-05 22:22:23,28,4.0,2,1449,2,499,500,11.0,5.0,5.0,345.0
4.0,2015-01-24 19:03:12,2015-01-24 19:50:12,28,4.0,4,2663,4,250,445,3.0,3.0,3.0,634.0
4.0,2015-02-10 03:41:31,2015-02-10 04:38:31,39,2.0,4,4442,4,820,1567,74.0,80.0,117.0,637.0
4.0,2015-02-03 20:32:39,2015-02-03 21:20:39,39,2.0,2,1090,2,495,595,71.0,66.0,97.0,959.0
4.0,2015-01-30 01:42:24,2015-01-30 02:37:24,39,2.0,4,3890,4,595,1450,109.0,94.0,152.0,629.0
4.0,2015-01-24 02:35:56,2015-01-24 03:31:56,39,2.0,3,1807,3,532,714,130.0,135.0,209.0,566.0
4.0,2015-01-27 02:20:20,2015-01-27 03:14:20,39,2.0,3,3785,3,1195,1395,92.0,122.0,156.0,446.0
4.0,2015-02-10 02:22:17,2015-02-10 03:28:17,39,2.0,10,8180,5,250,1895,84.0,80.0,155.0,613.0
4.0,2015-01-31 02:52:14,2015-01-31 04:00:14,39,2.0,3,3040,3,550,1495,101.0,91.0,198.0,572.0
4.0,2015-01-23 03:37:22,2015-01-23 04:29:22,39,2.0,4,1675,4,250,550,84.0,89.0,128.0,542.0
4.0,2015-01-30 02:15:09,2015-01-30 03:09:09,39,2.0,2,2490,2,1195,1295,122.0,114.0,177.0,694.0
4.0,2015-02-07 03:28:43,2015-02-07 04:33:43,39,2.0,4,3380,4,595,1195,124.0,123.0,228.0,551.0
4.0,2015-02-06 01:26:23,2015-02-06 02:09:23,39,2.0,3,2640,3,595,1395,104.0,93.0,106.0,450.0
4.0,2015-02-12 04:09:35,2015-02-12 04:54:35,39,2.0,6,3935,6,450,995,72.0,67.0,86.0,508.0
3.0,2015-02-12 02:30:56,2015-02-12 03:33:56,40,1.0,6,4825,6,250,1295,110.0,103.0,196.0,474.0
4.0,2015-02-11 02:27:47,2015-02-11 03:26:47,39,2.0,3,3285,3,495,1395,96.0,93.0,161.0,575.0
4.0,2015-01-27 02:07:44,2015-01-27 03:10:44,39,2.0,8,7525,8,550,1495,90.0,120.0,154.0,747.0
4.0,2015-01-27 02:02:39,2015-01-27 02:54:39,39,2.0,2,2990,2,1395,1595,89.0,119.0,142.0,572.0
4.0,2015-02-04 02:32:31,2015-02-04 03:20:31,39,2.0,4,2220,4,495,650,111.0,99.0,143.0,714.0
4.0,2015-02-15 02:07:22,2015-02-15 03:16:22,39,2.0,3,5985,2,1595,2195,93.0,79.0,165.0,848.0
4.0,2015-01-30 02:08:40,2015-01-30 03:06:40,39,2.0,9,7620,7,495,1395,119.0,111.0,181.0,367.0
4.0,2015-02-10 02:26:38,2015-02-10 03:27:38,39,2.0,6,5090,5,250,1495,86.0,84.0,156.0,397.0
4.0,2015-01-31 03:21:51,2015-01-31 04:35:51,39,2.0,5,5985,5,650,1395,100.0,102.0,205.0,795.0
4.0,2015-02-02 20:50:50,2015-02-02 21:36:50,39,2.0,6,5670,6,495,1495,45.0,44.0,65.0,309.0
1.0,2015-02-02 22:27:36,2015-02-02 23:23:36,4,1.0,2,2831,2,681,635,-1.0,13.0,16.0,394.0
1.0,2015-02-12 04:17:15,2015-02-12 05:04:15,4,1.0,2,1775,2,0,1150,13.0,13.0,18.0,469.0
1.0,2015-02-01 02:43:55,2015-02-01 03:44:55,4,1.0,1,1150,1,1150,1150,12.0,14.0,19.0,846.0
1.0,2015-02-13 03:12:04,2015-02-13 04:08:04,4,1.0,3,2850,3,550,1150,15.0,15.0,19.0,696.0
1.0,2015-02-07 22:58:24,2015-02-07 23:54:24,4,1.0,2,2650,2,1150,1200,7.0,6.0,11.0,809.0
1.0,2015-02-03 04:39:18,2015-02-03 05:50:18,4,1.0,7,8250,6,600,1200,7.0,10.0,21.0,560.0
1.0,2015-02-05 02:05:26,2015-02-05 03:02:26,4,1.0,2,1750,2,600,1150,11.0,11.0,17.0,736.0
1.0,2015-02-05 02:06:35,2015-02-05 03:02:35,4,1.0,3,2350,3,550,1200,11.0,11.0,17.0,661.0
1.0,2015-02-10 03:16:37,2015-02-10 04:06:37,4,1.0,3,2800,3,500,1150,7.0,7.0,11.0,407.0
1.0,2015-01-30 00:12:01,2015-01-30 00:58:01,4,1.0,2,1550,2,0,1150,4.0,5.0,4.0,386.0
1.0,2015-02-10 01:50:42,2015-02-10 02:31:42,4,1.0,3,2300,2,550,600,6.0,6.0,10.0,102.0
1.0,2015-01-28 22:02:56,2015-01-28 22:52:56,4,1.0,1,1450,1,1150,1150,6.0,6.0,7.0,705.0
